q1,q2,q3,q4,q5,q6,desired_q1,desired_q2,desired_q3,desired_q4,desired_q5,desired_q6
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.40795228865780836,0.6119284329867125,0.3263618309262467,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4170663181820139,0.6255994772730209,0.3336530545456111,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4261385996847186,0.6392078995270779,0.3409108797477749,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4351682250374387,0.652752337556158,0.34813458002995096,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.44415429038153825,0.6662314355723074,0.3553234323052306,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.45309589621870533,0.679643844328058,0.3624767169749643,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4619921475009909,0.6929882212514863,0.3695937180007927,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.47084215372040206,0.7062632305806031,0.3766737229763217,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.4796450289980421,0.7194675434970632,0.38371602319843373,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.48839989217278523,0.7325998382591778,0.39071991373822823,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.497105866889481,0.7456588003342215,0.3976846935115848,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5057620816866765,0.7586431225300148,0.4046096653493412,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5143676700838485,0.7715515051257729,0.41149413606707885,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5229217706681386,0.7843826560022079,0.4183374165345109,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5314235271805788,0.7971352907708682,0.4251388217444631,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5398720886018031,0.8098081329027047,0.43189767088144254,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5482666092372338,0.8223999138558507,0.43861328738978705,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5566062488017346,0.8349093732026018,0.4452849990413877,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5648901725037229,0.8473352587555842,0.4519121380029783,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5731175511287315,0.8596763266930973,0.45849404090298523,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5812875611224123,0.8719313416836185,0.46503004889792987,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5893993846729739,0.8840990770094609,0.47151950773837914,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.5974522097930433,0.8961783146895649,0.4779617678344346,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6054452304009457,0.9081678456014185,0.48435618432075656,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6133776464013928,0.9200664696020893,0.4907021171211143,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6212486637655709,0.9318729956483562,0.49699893101245673,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6290574946106235,0.9435862419159353,0.5032459956884988,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6368033572785174,0.9552050359177762,0.5094426858228139,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.644485476414286,0.966728214621429,0.5155883811314288,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6521030830436418,0.9781546245654628,0.5216824664349134,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6596554146499501,0.9894831219749252,0.5277243317199601,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6671417152505568,1.0007125728758353,0.5337133722004455,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6745612354724606,1.0118418532086908,0.5396489883779685,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.681913232627326,1.0228698489409889,0.5455305861018608,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6891969707858248,1.033795456178737,0.5513575766286598,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6964117208513027,1.044617581276954,0.5571293766810421,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7035567606327608,1.0553351409491412,0.5628454085062087,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7106313749171472,1.0659470623757208,0.5685050999337178,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7176348555409482,1.0764522833114223,0.5741078844327586,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7245665014610757,1.0868497521916136,0.5796532011688605,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7314256188250405,1.0971384282375607,0.5851404950600324,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7382115210404074,1.1073172815606112,0.590569216832326,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7449235288435215,1.1173852932652824,0.5959388230748173,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7515609703675024,1.1273414555512535,0.601248776294002,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7581231812094977,1.1371847718142467,0.6064985449675983,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7646095044971891,1.1469142567457837,0.6116876035977513,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7710192909545448,1.1565289364318172,0.6168154327636359,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7773518989668116,1.1660278484502173,0.6218815191734492,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7836066946447396,1.1754100419671094,0.6268853557157917,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7897830518880352,1.1846745778320529,0.6318264415104282,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7958803524480317,1.1938205286720476,0.6367042819584254,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8018979859895768,1.2028469789843652,0.6415183887916616,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8078353501521264,1.2117530252281896,0.6462682801217011,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8136918506100395,1.220537775915059,0.6509534804880316,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.819466901132071,1.2292003516981065,0.6555735209056568,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8251599236400525,1.2377398854600787,0.660127938912042,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8307703482667573,1.246155522400136,0.6646162786134059,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.836297613412944,1.2544464201194159,0.6690380907303553,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8417411658035717,1.2626117487053576,0.6733929326428574,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8471004605431831,1.2706506908147746,0.6776803684345465,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8523749611704475,1.2785624417556714,0.6818999689363581,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8575641397118604,1.2863462095677907,0.6860513117694884,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8626674767345934,1.2940012151018903,0.6901339813876748,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.867684461398489,1.3015266920977335,0.6941475691187913,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8726145915071946,1.3089218872607917,0.6980916732057557,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8774573735584331,1.3161860603376496,0.7019658988467465,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8822123227934016,1.3233184841901022,0.7057698582347213,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.886878963245295,1.3303184448679426,0.709503170596236,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8914568277869506,1.3371852416804257,0.7131654622295605,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8959454581776067,1.34391818726641,0.7167563665420854,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9003444051087723,1.3505166076631585,0.7202755240870179,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9046532282492027,1.356979842373804,0.7237225825993622,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9088714962889758,1.3633072444334637,0.7270971970311807,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9129987869826666,1.3694981804739998,0.7303990295861333,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9170346871916133,1.37555203078742,0.7336277497532907,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9209787929252718,1.3814681893879077,0.7367830343402175,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9248307093816557,1.3872460640724835,0.7398645675053246,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9285900509868549,1.3928850764802823,0.742872040789484,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9322564414336316,1.3983846621504474,0.7458051531469053,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9358295137190886,1.403744270578633,0.7486636109752709,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9393089101814052,1.4089633652721076,0.7514471281451242,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9426942825356396,1.4140414238034593,0.7541554260285117,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9459852919085922,1.4189779378628882,0.7567882335268737,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9491816088727254,1.423772413309088,0.7593452870981804,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9522829134791404,1.4284243702187105,0.7618263307833124,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9552888952896028,1.4329333429344042,0.7642311162316823,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9581992534076179,1.4372988801114268,0.7665594027260944,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9610136965085496,1.4415205447628243,0.7688109572068398,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9637319428687826,1.4455979143031739,0.7709855542950261,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9663537203939218,1.4495305805908827,0.7730829763151374,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9688787666460292,1.4533181499690437,0.7751030133168234,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9713068288698942,1.4569602433048412,0.7770454630959154,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9736376640183332,1.4604564960274997,0.7789101312146666,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9758710387765192,1.4638065581647788,0.7806968310212153,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9780067295853361,1.4670100943780042,0.782405383668269,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9800445226637571,1.4700667839956356,0.7840356181310058,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9819842140302435,1.4729763210453652,0.7855873712241949,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9838256095231637,1.4757384142847454,0.787060487618531,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.985568524820228,1.4783527872303421,0.7884548198561825,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9872127854569401,1.4808191781854103,0.7897702283655521,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9887582268440596,1.4831373402660892,0.7910065814752477,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.990204694284078,1.485307041426117,0.7921637554272625,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9915520429867039,1.4873280644800557,0.7932416343893631,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9928001380833561,1.489200207125034,0.794240110466685,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.993948854640664,1.4909232819609959,0.7951590837125312,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9949980776729729,1.4924971165094594,0.7959984621383783,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9959477021538549,1.4939215532307824,0.7967581617230839,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9967976330266209,1.4951964495399315,0.7974381064212968,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9975477852138367,1.496321677820755,0.7980382281710694,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9981980836258383,1.4972971254387575,0.7985584669006707,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9987484631682488,1.4981226947523734,0.7989987705345991,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9991988687484943,1.4987983031227414,0.7993590949987954,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9995492552813185,1.4993238829219777,0.7996394042250549,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9997995876932959,1.4996993815399438,0.7998396701546368,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9999498409263421,1.4999247613895133,0.7999598727410737,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9999999999402227,1.499999999910334,0.7999999999521782,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9999500597140586,1.4999250895710878,0.799960047771247,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9998000252468284,1.4997000378702428,0.7998400201974628,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9995499115568683,1.4993248673353026,0.7996399292454948,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9991997436803686,1.4987996155205527,0.7993597949442949,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9987495566688676,1.4981243350033013,0.798999645335094,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.998199395585743,1.4972990933786146,0.7985595164685945,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9975493155017012,1.4963239732525517,0.798039452401361,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9967993814892646,1.495199072233897,0.7974395051914117,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9959496686162579,1.4939245029243868,0.7967597348930063,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9950002619382938,1.4925003929074407,0.7960002095506351,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9939512564902595,1.4909268847353894,0.7951610051922077,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.992802757276803,1.4892041359152044,0.7942422058214424,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9915548792618228,1.4873323188927343,0.7932439034094583,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9902077473569599,1.4853116210354398,0.792166197885568,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9887614964090943,1.4831422446136413,0.7910091971272755,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9872162711868467,1.48082440678027,0.7897730169494774,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9855722263660875,1.4783583395491313,0.7884577810928701,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9838295265144541,1.475744289771681,0.7870636212115634,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9819883460748771,1.4729825191123156,0.7855906768599017,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9800488693481192,1.4700733040221787,0.7840390954784954,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9780112904743271,1.4670169357114906,0.7824090323794617,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9758758134135974,1.4638137201203962,0.780700650730878,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9736426519255611,1.4604639778883417,0.7789141215404489,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9713120295479861,1.4569680443219792,0.7770496236383889,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9688841795744012,1.4533262693616018,0.775107343659521,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9663593450307438,1.4495390175461158,0.7730874760245952,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9637377786510328,1.4456066679765494,0.7709902229208263,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9610197428520708,1.4415296142781062,0.7688157942816567,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9582055097071754,1.437308264560763,0.7665644077657404,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.955295360918946,1.432943041378419,0.7642362887351568,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9522895877910645,1.4284343816865968,0.7618316702328517,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9491884911991371,1.4237827367987057,0.7593507929593097,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9459923815605755,1.4189885723408633,0.7567939052484605,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9427015788035261,1.4140523682052892,0.7541612630428209,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9393164123348438,1.4089746185022656,0.751453129867875,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9358372210071195,1.4037558315106793,0.7486697768056957,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9322643530847613,1.398396529627142,0.745811482467809,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9285981662091329,1.3928972493136995,0.7428785329673064,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9248390273627545,1.3872585410441318,0.7398712218902036,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9209873128325679,1.3814809692488517,0.7367898502660544,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9170434081722701,1.3755651122584052,0.7336347265378161,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9130077081637209,1.3695115622455813,0.7304061665309768,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.908880616777424,1.363320925166136,0.7271044934219393,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.904662547132091,1.3569938206981367,0.7237300377056729,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9003539214532876,1.3505308821799313,0.7202831371626301,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8959551710311702,1.3439327565467551,0.7167641368249362,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8914667361773128,1.3372001042659691,0.7131733889418502,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8868890661806336,1.3303335992709504,0.7095112529445069,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8822226192624205,1.3233339288936308,0.7057780954099364,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8774678625304636,1.3162017937956954,0.701974290024371,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8726252719322986,1.3089379078984478,0.6981002175458388,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8676953322075639,1.3015429983113458,0.6941562657660512,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8626785368394797,1.2940178052592195,0.6901428294715838,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.85757538800545,1.286363082008175,0.68606031040436,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8523863965267945,1.2785795947901917,0.6819091172214357,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8471120818176173,1.270668122726426,0.6776896654540939,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8417529718328122,1.2626294577492183,0.6734023774662498,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8363096030152163,1.2544644045228244,0.669047682412173,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8307825202419112,1.246173780362867,0.664626016193529,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8251722767696826,1.237758415154524,0.6601378214157462,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8194794341796386,1.229219151269458,0.6555835473437109,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8137045623209958,1.2205568434814937,0.6509636498567967,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.807848239254039,1.2117723588810585,0.6462785914032313,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.8019110511922565,1.2028665767883848,0.6415288409538052,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7958935924436612,1.1938403886654918,0.636714873954929,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7897964653513013,1.184694698026952,0.6318371722810411,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7836202802329648,1.1754304203494472,0.6268962241863719,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7773656553200888,1.1660484829801332,0.6218925242560711,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7710332166958735,1.1565498250438102,0.6168265733566989,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7646235982326132,1.1469353973489198,0.6116988785860906,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7581374415282451,1.1372061622923677,0.6065099532225962,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7515753958421257,1.1273630937631887,0.6012603166737006,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7449381180300421,1.117407177045063,0.5959504944240337,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7382262724784584,1.1073394087176875,0.5905810179827667,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7314405310380143,1.0971607965570214,0.5851524248304115,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7245815729562712,1.0868723594344067,0.579665258365017,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7176500848097201,1.0764751272145803,0.5741200678477761,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7106467604350576,1.0659701406525863,0.5685174083480461,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.7035723008597305,1.055358451289596,0.5628578406877844,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6964274142317669,1.0446411213476503,0.5571419313854136,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6892128157488884,1.0338192236233326,0.5513702525991108,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6819292275869198,1.0228938413803796,0.5455433820695358,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6745773788275018,1.0118660682412526,0.5396619030620015,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6671580053851074,1.0007370080776612,0.5337264043080859,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6596718499333801,0.9895077749000702,0.5277374799467042,0
0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.6521196618307921,0.9781794927461881,0.5216957294646337,0
